gage,area_sqkm
01123500,242.423
01121000,74.074
01119260,23.206
01127821,15.488
01127729,45.584
01195146,15.333
01195117,46.879
01196561,22.999
01196500,297.849
01196626,94.276
01196620,63.455
01205500,3998.945
01199290,1958.032
01198125,1204.345
01204800,6.345
01203510,64.232
12035055,40.145
01201510,180.263
01198800,46.879
01198700,14.4
01198880,26.159
01198122,29.008
01198075,66.822
01198070,8.288
01199033,24.035
01199200,9.065
01200000,525.768
01204000,194.508
01203600,45.843
01206400,50.764
01202500,98.42
01208925,74.074
01209500,206.681
01209105,46.62
01209700,77.7
12095493,8.78
01212500,66.304
01212100,28.749
01208990,54.39
01208999,14.245
01208950,19.114
01211110,5.672
01209785,21.16
01018500,1061.896
01053500,2709.13
01077000,149.183
01151500,572.388
01155910,730.377
01047500,626.778
01088500,6285.906
01133500,613.828
01159000,29.008
01140500,8028.969
01159500,82.103
01083500,435.118
01107200,471.378
01151000,326.339
01031000,3903.115
01136000,57.498
01139500,7316.722
01140000,113.442
01074500,269.359
01187000,562.028
01059500,96.607
01158500,109.557
01206000,183.889
01106900,37.814
01119480,10.489
01126910,5.983
01117100,16.68
01127750,27.454
01127680,13.468
01119320,37.814
01208850,40.404
01201500,174.824
01119280,137.787
01195000,29.008
01107400,24.139
01199490,120.694
01192610,20.539
01201420,34.706
01201470,100.233
01198240,36.26
01198300,44.289
01199030,14.219
01072500,362.599
01184300,9.428
01184205,29.526
01190650,11.862
01196220,176.896
01196680,8.262
01196000,37.814
01196150,14.349
01196100,53.095
01105660,12.587
01187680,21.316
01192700,120.435
01192650,62.937
01190300,37.814
01190100,37.814
01190200,6.863
01120000,193.731
01126500,216.523
01184500,254.337
01126000,149.701
01198030,60.347
01201190,61.642
01187400,18.208
01196580,46.62
01159600,15.385
04296200,5.568
01101300,10.464
01198851,13.779
01100700,14.167
01155300,23.957
01126200,14.297
01197300,5.491
01173260,11.992
01208012,53.354
01195339,46.879
01189390,102.305
01186400,90.391
01193800,6.786
01072850,19.011
01059160,187.774
01088000,1983.932
01187980,932.396
01031600,10.593
01145000,208.494
01155000,214.192
01098450,5.439
01036500,455.838
01033500,836.567
01045000,2245.521
01138000,1023.046
01010100,422.168
01192890,89.873
01190500,103.341
01120500,10.748
01192370,5.698
01201930,23.932
01152800,295.259
01183450,58.534
01165500,31.339
01024200,27.195
01197015,27.454
01192480,30.303
01016500,852.107
01012570,182.076
01209753,6.216
01196259,30.821
01190095,5.853
01047730,118.622
01127880,16.472
01073600,12.872
01106000,20.746
01089000,198.911
01172800,14.193
01087000,334.109
01049130,7.174
01064400,12.121
01184470,30.303
01198500,118.881
01072880,461.018
01198200,158.248
01205700,35.224
01049205,13413.558
01059800,37.037
01187830,6.993
01118668,31.08
01110500,365.189
01093800,9.324
01129440,95.053
01064300,28.231
01073750,5.957
01073810,13.934
01117424,12.484
01118010,530.948
01118360,74.074
01117600,14.323
01118400,44.548
01112382,32.634
01021230,84.693
01022210,56.203
01139838,9.428
01100549,13.105
01022330,264.179
01022260,160.838
01021500,1186.215
01101344,47.915
01170930,53.613
01108320,47.397
01096503,154.363
01160000,93.24
01137940,745.917
11277696,7.2
01115670,11.37
01021200,240.61
01115297,11.189
01203000,341.879
01125000,222.739
01064118,1494.424
01105876,38.073
01154000,186.997
01057000,191.4
01066000,3351.447
01069700,23.802
01037380,39.109
01068910,116.291
01010500,6980.023
01134500,194.767
01105554,216.782
01101500,115.255
01131500,3921.245
01108000,675.987
01154950,193.213
01202501,98.679
01053600,3048.418
01144500,10598.239
01082000,176.378
01129500,2069.402
01059000,8458.907
01201487,161.356
01031300,297.849
01111212,631.958
01103500,473.968
01105000,89.873
01118300,10.412
01113895,1227.655
01046500,7055.133
01172500,142.708
01109060,218.336
01105638,36.519
01102345,53.872
01184100,26.936
01117350,24.838
01125100,261.589
01169900,62.419
01127500,231.286
01119500,313.389
01122000,450.658
01181000,243.459
01168500,934.986
01114000,59.829
01175500,489.508
01115630,21.316
01014000,15356.051
01120790,172.234
01047200,65.009
01055500,440.298
01139000,254.855
01135300,111.111
01064500,997.146
01031510,69.153
01116500,517.998
01117468,22.973
01010070,502.458
01086000,378.139
01209901,88.06
01117430,188.292
01064140,1548.814
01184490,40.145
01105880,24.346
01075000,499.868
01173000,249.416
01030350,126.651
01017550,10.282
01011000,3828.005
01117500,258.999
04296500,367.779
01192883,77.182
01103455,9.635
01095220,75.369
01054300,339.289
10735562,41.699
01191000,69.412
01125490,92.722
01195100,14.711
01094400,166.277
01029500,2167.822
01124000,401.448
01206900,258.481
01111300,41.44
01119382,249.416
01048000,1336.435
01171500,136.233
01046000,233.617
01109403,137.528
01170100,107.226
01176000,388.498
01160350,818.437
01102500,63.455
01121330,47.397
01162500,50.246
01021470,16.628
01197500,730.377
01092000,8008.249
01137500,226.883
10965852,123.802
01117420,93.499
01055000,249.675
01139800,23.18
01123000,77.7
01135150,8.417
01117370,50.764
01150900,60.606
01105870,51.282
01074520,297.849
01093852,266.769
01097000,300.439
01073000,31.339
01101000,55.167
01196210,5.335
01195490,45.066
11230695,1326.075
01018009,17.819
01208500,673.397
01091500,523.178
01200500,2579.63
01103025,21.652
04296000,315.979
01104200,546.488
01027200,577.568
01169000,230.509
01049265,14019.616
01142500,78.995
01197000,149.183
01155500,463.608
01108410,112.665
01094000,442.888
01105933,67.858
01133000,139.341
01188000,10.619
01104460,56.98
01067950,67.599
01115265,22.585
01073587,164.464
01135500,1129.236
01115183,5.076
01199050,76.146
01073500,479.148
01017290,603.468
01186000,339.289
01208873,27.454
01080500,940.166
01135000,331.519
01010000,3465.407
01036390,19463.775
01048500,10950.478
01023000,383.319
01093000,72.002
01089500,406.628
01158000,261.589
01188090,979.016
01124350,80.808
01122500,1046.356
01067000,4071.464
01306000,34.706
01374901,77.441
01387250,155.658
01403060,2033.142
01400500,1269.095
01438500,9013.165
01440400,170.68
01460800,16.809
01464930,11.241
01467021,23.621
01470500,919.446
01480870,232.84
01480700,156.953
01410225,21.367
01502632,4169.884
01500500,2543.37
01498620,1756.013
01497500,903.907
01510000,380.729
01515000,12362.022
01514000,479.148
01531500,20194.152
01538700,27350.294
01541303,1227.655
01546000,308.209
01551500,14716.323
01554000,47396.817
01562000,1958.032
01573560,1250.965
01572030,321.159
01589300,84.175
01587500,166.795
01581752,6.475
01594400,30.044
01608070,3149.428
01609000,383.319
01638350,81.844
01640970,10.386
01664500,1660.184
01670400,885.777
02021500,852.107
02021000,481.738
01651800,8.702
01325000,2732.439
137462010,111.111
01472199,59.57
01586610,72.52
01656500,130.017
01350200,115.514
01350035,66.563
01349700,92.204
01361500,248.121
01362200,164.982
01371500,1800.043
01370000,984.196
01370500,1074.846
01372100,87.024
01374821,61.642
01302000,113.701
01301000,58.534
01389500,1973.572
01384500,46.361
01403000,2017.602
01303000,22.222
01302500,37.296
01427405,4423.703
01426000,175.083
01414500,65.268
01430000,424.758
01461300,68.894
01460000,277.129
01464720,81.585
01470756,411.808
01467861,48.174
01467492,66.045
01480800,211.343
01480685,52.577
01481000,743.327
01411800,494.688
01408029,163.946
01411300,79.772
01505000,681.167
01507500,213.156
01508962,37.037
01515050,12354.252
01513790,234.912
01525981,264.179
01522500,70.966
01534860,450.658
01537500,40.663
01538500,126.91
01547100,367.779
01549000,1942.492
01548500,1564.354
01555400,115.773
01556500,242.682
01573000,872.827
01569800,55.944
01575746,75.11
01576000,67313.84
01577300,186.22
01582000,137.01
01589480,145.298
01591500,71.743
01591000,90.132
01594500,78.218
01591700,69.93
01595300,110.593
01613000,10525.719
01617800,48.951
01621470,48.692
01634500,264.179
01642000,1722.343
01658000,141.931
01667500,1212.115
01665500,297.849
01668500,118.104
01668000,4131.034
01487000,195.285
02011800,893.547
02014000,396.268
02018000,852.107
02017500,271.949
02017000,34.447
02020500,365.189
02024300,318.569
02030500,585.338
02025500,8433.007
02026000,9450.874
02033500,1302.765
02032400,89.355
02032000,46.102
02037500,17490.202
02036000,103.082
04275000,512.818
04294300,89.355
01314000,1085.206
01313500,414.398
01315500,2051.272
01316000,56.721
01315081,505.048
01322000,229.732
01319500,673.397
01319000,295.259
01321500,227.919
01323000,73.297
01335500,11654.955
01335000,1494.424
01331500,120.953
01334000,287.489
01331095,9772.032
01330500,218.077
01327750,7277.872
01326500,7197.582
01358000,20953.019
01356000,8730.856
01347000,3475.767
01346500,3335.907
01343060,616.418
01349150,154.622
01357500,8935.465
01336000,393.678
01351500,2294.731
01358500,231.545
01362000,699.297
01362497,42.735
13621955,32.375
01363382,44.03
01367800,40.922
01369500,25.227
01372800,148.406
01372200,239.315
01372400,40.145
01374531,223.775
01374505,210.307
137449480,160.838
01376275,24.398
01374480,39.109
01374420,27.454
137499350,19.218
01374976,7.796
01374581,58.016
01374559,28.49
01374781,33.411
01374890,44.289
01374918,48.433
01374987,45.584
01375000,979.016
01301500,14.97
01300500,11.655
01302020,99.456
01376800,79.513
01389800,2017.602
01388500,919.446
01388000,414.398
01387400,225.07
01381900,903.907
01380450,300.439
01381400,36.26
01378690,22.87
01390450,28.231
01391000,42.476
01382800,217.3
01382500,164.982
01387480,53.613
01377500,76.664
01377200,10.852
01377370,34.706
01376850,15.255
01379780,23.724
01379773,19.813
01387000,234.135
01386000,30.562
01385000,11.318
01390200,5.439
01395000,105.931
01396001,55.944
01396000,55.944
01407000,15.825
01403400,16.136
01398500,67.858
01396500,169.126
01396190,80.29
01402000,668.217
01400730,170.421
01405400,105.413
01403540,14.271
01399100,17.275
01400300,10.852
01405030,116.291
01396660,30.562
01399510,5.646
01400932,6.527
01405500,245.013
01404500,75.11
01303500,20.28
01306500,63.455
01308500,91.686
01311500,9.764
01311810,33.411
01310500,74.333
01310000,36.881
01309500,99.974
01307500,13.597
01307000,13.416
01305500,20.901
01306495,71.639
01428500,5231.78
01427510,4713.782
01423000,859.877
01422000,367.779
01421610,41.44
01425675,12.147
01423500,20.979
01428000,118.104
01420500,624.188
01420000,52.059
01419000,106.708
01418500,212.12
01417500,1186.215
01420980,1983.932
01432110,1525.504
01429500,167.313
01431000,203.055
01431673,40.404
01431685,21.186
01439800,59.052
01437500,795.127
01437000,577.568
01436000,239.833
01435000,172.493
01434500,160.579
01433500,517.998
01432160,6886.783
01439590,18.829
01439500,303.029
01442500,670.807
01441000,169.126
01441495,100.751
01434025,9.635
01434105,7.097
01455500,65.527
01457500,16389.457
01446500,11745.605
01446000,95.053
01445500,274.539
01463740,10.334
01446600,26.936
01458900,38.073
01463587,17.172
01453000,3312.597
01447720,305.619
01447500,237.502
01454500,68.894
01453500,31.339
01465500,543.898
01465200,406.628
01465000,347.059
01464645,41.958
01464710,30.044
01464984,103.755
01477120,69.671
01467150,44.03
01475300,13.338
01476480,78.995
01477000,158.248
01467042,98.161
01467036,11.292
01465780,34.188
01465770,13.157
01465785,5.62
01467081,23.258
01466500,6.086
01474500,4902.851
01474000,165.759
01473980,153.327
01473000,722.607
01472000,2970.719
01471900,159.543
01470000,315.979
01469000,414.398
01468500,344.469
01467950,135.974
01472157,153.068
01473120,139.082
01470853,10.826
01467470,70.189
01467752,62.419
01473900,105.672
01483200,10.515
01483153,22.921
01481500,813.257
01480617,142.449
01480015,135.715
01479820,73.297
01478650,178.709
01478500,172.752
01478245,153.327
01480887,37.555
01479197,9.479
01480878,6.838
01480680,46.102
01480400,11.784
01411485,228.178
01412800,72.52
01482500,37.814
01411495,32.375
01483000,52.577
01484000,33.411
01483500,24.216
01484270,17.741
01408000,113.96
01408120,90.391
01409095,19.244
01410000,187.774
01409500,175.601
01409280,40.922
01407705,25.796
01407760,16.731
01410810,20.047
01410500,46.361
01484525,159.802
01484600,8.987
01484548,35.224
01500000,266.769
01501000,515.408
01501015,12.018
01507000,1535.864
01505810,1186.215
01508500,17.638
01509150,26.936
01513831,10919.398
01513720,39.886
01526500,3566.416
01526000,295.259
01520000,771.817
01518862,234.653
01518700,1155.136
01518420,192.436
01516500,31.598
01530380,53.354
01527000,135.197
01527050,9.013
01534000,991.966
01532850,14.685
01533800,19.114
01540500,29059.688
01539500,146.334
01537560,18.881
01542500,3786.565
01541000,815.847
01541500,960.886
01542000,178.191
01541308,17.534
01541490,118.363
01544000,634.548
01543700,471.378
01543000,704.477
01542810,13.572
01548000,1447.804
01547200,686.347
01547000,352.239
01546500,225.847
01547770,53.872
01549300,71.484
01548408,32.634
01549350,13.831
01553500,17733.662
01552500,61.642
01552000,1126.646
01553120,46.102
01553130,12.769
01553600,24.553
01559000,2113.432
01559795,42.994
01561000,95.312
01563000,2478.62
01564895,6524.185
01563500,5257.68
01564500,530.948
01564997,148.665
01566500,148.147
01568000,536.128
01571184,35.742
01572950,14.193
01573482,22.248
01571490,32.634
01571000,29.008
01573086,20.383
01579500,543.898
01578500,499.868
01576754,1217.295
01575585,691.527
01577500,344.469
01578000,42.476
01580520,424.758
01576697,22.455
01574800,13.39
01576087,10.878
01576085,15.074
01578400,15.488
01574000,1320.895
01576500,839.157
01494000,32.375
01493000,51.023
01495000,133.643
01494850,25.097
01495800,11.292
01493500,32.893
01580700,34.188
01581000,19.425
01581700,90.132
01584500,93.499
01584000,813.257
01581870,40.922
01589352,170.68
01589200,12.691
01589197,10.956
01586210,36.26
01589500,12.872
01589305,9.428
01589478,142.19
01583000,5.413
01583600,54.131
01581830,19.891
01586500,235.689
01491000,292.669
01491500,220.667
01492000,15.151
01593710,125.33
01591350,21.678
01594600,9.971
01594670,24.294
01608000,714.837
01608050,12.613
01603500,78.218
01603000,2271.421
01601500,639.728
01601000,378.139
01598500,1051.536
01596000,743.327
01595800,688.937
01599500,120.953
01604500,572.388
01594950,5.957
01600000,1572.124
01610000,8104.079
01609800,277.129
01610500,792.537
01611500,1748.243
01614090,13.079
01613525,499.868
01613500,409.218
01614000,608.648
01613900,41.181
01614830,39.368
01612500,43.771
01616000,44.03
01616100,28.49
01616425,24.061
01614137,34.188
01628500,2794.599
01621000,189.069
01620500,44.807
01627500,549.078
01626850,383.319
01624000,25.408
01628060,5.05
01633000,1315.715
01632900,242.423
01636500,7876.16
01636316,55.426
01645200,9.583
01645000,261.589
01644600,131.312
01644500,106.19
01638480,231.804
01638420,59.829
01644000,859.877
01643880,122.248
01644280,197.098
01645704,14.219
01643590,20.409
01645762,7.019
01646550,10.619
01638500,24995.993
01642500,213.156
01640000,20.979
01639375,106.967
01641500,18.881
01641000,47.656
01640975,18.337
01640965,5.543
01643500,162.651
01649500,188.551
01649190,33.929
01650500,54.39
01650050,6.345
01653000,87.801
01654000,61.901
01657000,378.139
01656700,888.367
01656650,232.063
01656120,453.248
01655500,33.929
01657850,15.747
01647740,32.375
01650800,16.705
01656102,12.484
01656903,10.878
01657500,1476.294
01661500,62.16
01661050,47.915
01661000,26.936
01660920,206.94
01658480,17.845
01660380,26.418
01660500,34.188
01658650,43.253
01658550,24.786
01661800,17.534
01669520,282.309
01664000,1603.204
01662000,505.048
01661900,52.836
01663500,738.147
01674500,1561.764
01673800,200.983
01673638,22.818
01673000,2792.009
01671020,1196.575
01671000,1139.596
01673550,66.045
01671500,11.241
01677000,16.291
01487698,8.366
01487500,43.253
01489500,31.598
01488500,121.212
01490000,38.85
01486500,50.505
01484985,33.152
01484981,9.479
02016500,3550.876
02013100,1585.074
02011490,12.691
02018500,88.837
02012000,29.008
02015000,32.116
02023500,290.079
02023000,1245.785
02029000,11864.744
02028500,245.531
02028000,919.446
02026500,178.709
02027800,383.319
02024752,7966.809
02025510,8438.187
02031500,29.008
02035500,177.155
02038500,138.046
02042287,161.097
02042426,96.866
02042000,362.599
02039500,782.177
02038850,22.119
02038830,36.001
02038880,60.088
02039000,180.263
02041650,3475.767
04280300,7.64
04282500,1626.514
04290500,2703.95
04288225,12.095
04274000,300.439
04292500,1776.733
04292100,10.904
04273000,1349.385
04293000,339.289
04293200,96.089
04271815,130.276
04276069,28.231
04276500,699.297
04276645,16.757
04276842,133.643
04278300,56.98
04279125,30.044
04279040,26.677
04276920,20.306
04282780,199.947
02024500,2167.822
01342500,9.479
01364000,821.027
01580500,365.189
01322500,1844.073
01577000,69411.732
01363500,619.008
01472500,393.678
01320500,543.898
01441500,106.19
01318000,3970.455
04283000,63.455
01535500,683.757
01667000,1152.546
04291000,46.62
01604000,230.509
01649000,196.321
04286500,134.679
02019000,269.359
01476000,86.247
01558500,120.176
01430500,533.538
02029500,269.359
01560500,494.688
01477500,47.915
01406000,20.901
01497000,210.825
01406500,13.597
01522000,242.682
01592000,328.929
01557000,261.589
01347500,668.217
01525000,246.826
01401500,442.888
01615500,15.255
01598000,297.849
01626500,344.469
01416500,72.52
01551000,8.133
01454000,26.677
02025000,245.013
01633500,200.724
01490500,30.044
01663000,360.009
01655000,96.089
01494500,13.96
02014500,31.857
01562500,219.113
01573500,34.965
01559500,331.519
01533500,91.168
01344000,971.246
01588000,29.526
01609500,13.157
01579000,13.753
01495500,69.412
01418000,105.672
01362100,71.225
01514500,20.798
01587000,427.348
04274500,127.946
01397500,5.802
01372040,46.879
01376900,115.514
01390300,5.905
01415500,35.224
01387300,47.138
01376600,34.188
01377300,25.46
01424500,128.205
01364800,54.131
02041500,3452.457
01476600,10.308
01376270,12.199
02032500,556.848
01511500,1890.693
01422700,663.037
01366500,258.999
01405300,113.701
01555830,12.95
01637000,22.87
01373500,492.098
01370600,21.756
01499000,279.719
01480650,16.058
01452300,13.856
01373600,33.152
01526980,12.043
01373690,29.008
01499470,23.621
01513840,22.248
01499050,10.93
01507470,18.285
01526495,13.105
01351000,174.047
01525750,24.424
01507975,6.915
01508000,8.184
01368500,154.622
01372850,19.088
01309000,10.075
01467500,138.305
01510500,562.028
01455200,86.247
